Date,Day,Opponent1,Pts,Opponent1_Location,Opponent2,Pts,Notes
08/23/03,Kansas State,42,"Away",California,28,BCA Classic (Kansas City MO)
08/23/03,San Jose State,29,"Away",Grambling State,0,
08/28/03,Ball State,31,"Away",Indiana State,7,
08/28/03,Bowling Green State,63,"Away",Eastern Kentucky,13,
08/28/03,Brigham Young,24,"Away",Georgia Tech,13,
08/28/03,Eastern Michigan,28,"Away",East Tennessee State,21,
08/28/03,Florida Atlantic,20,"Home",Middle Tennessee State,19,
08/28/03,Kent State,41,"Home",Akron,38,
08/28/03,Miami (FL),48,"Home",Louisiana Tech,9,Shreveport LA
08/28/03,Northern Illinois,20,"Away",Maryland,13,
08/28/03,Ohio,17,"Away",Southeast Missouri State,3,
08/28/03,Oregon State,40,"Away",Sacramento State,7,
08/28/03,Utah,40,"Away",Utah State,20,
08/29/03,Nevada-Las Vegas,28,"Away",Toledo,18,
08/30/03,Air Force,49,"Away",Wofford,0,
08/30/03,Alabama,40,"Away",South Florida,17,Birmingham AL
08/30/03,Alabama-Birmingham,24,"Home",Baylor,19,
08/30/03,Arizona,42,"Away",Texas-El Paso,7,
08/30/03,California,34,"Away",Southern Mississippi,2,
08/30/03,Colorado,42,"Away",Colorado State,35,Denver CO
08/30/03,Connecticut,34,"Away",Indiana,10,
08/30/03,Florida,65,"Away",San Jose State,3,
08/30/03,Florida State,37,"Home",North Carolina,0,
08/30/03,Georgia,30,"Home",Clemson,0,
08/30/03,Hawaii,40,"Away",Appalachian State,17,
08/30/03,Houston,48,"Away",Rice,14,
08/30/03,Iowa,21,"Away",Miami (OH),3,
08/30/03,Iowa State,17,"Away",Northern Iowa,10,
08/30/03,Kansas State,41,"Away",Troy,5,
08/30/03,Louisiana State,49,"Away",Louisiana-Monroe,7,
08/30/03,Marshall,45,"Away",Hofstra,21,
08/30/03,Memphis,40,"Away",Tennessee Tech,10,
08/30/03,Michigan,45,"Away",Central Michigan,7,
08/30/03,Michigan State,26,"Away",Western Michigan,21,
08/30/03,Minnesota,49,"Away",Tulsa,10,
08/30/03,Mississippi,24,"Home",Vanderbilt,21,
08/30/03,Missouri,22,"Away",Illinois,15,St. Louis MO
08/30/03,Navy,37,"Away",Virginia Military Institute,10,
08/30/03,Nebraska,17,"Away",Oklahoma State,7,
08/30/03,Nevada,24,"Away",Southern Utah,23,
08/30/03,New Mexico,72,"Away",Texas State,8,
08/30/03,North Carolina State,59,"Away",Western Carolina,20,
08/30/03,Northwestern,28,"Home",Kansas,20,
08/30/03,Ohio State,28,"Away",Washington,9,
08/30/03,Oklahoma,37,"Away",North Texas,3,
08/30/03,Oregon,42,"Home",Mississippi State,34,
08/30/03,Penn State,23,"Away",Temple,10,
08/30/03,Rutgers,24,"Away",Buffalo,10,
08/30/03,San Diego State,19,"Away",Eastern Washington,9,
08/30/03,South Carolina,14,"Away",Louisiana-Lafayette,7,
08/30/03,Southern California,23,"Home",Auburn,0,
08/30/03,Tennessee,24,"Away",Fresno State,6,
08/30/03,Texas A&M,26,"Away",Arkansas State,11,
08/30/03,Texas Tech,58,"Away",Southern Methodist,10,
08/30/03,Virginia,27,"Away",Duke,0,
08/30/03,Wake Forest,32,"Home",Boston College,28,
08/30/03,Washington State,25,"Away",Idaho,0,Seattle WA
08/30/03,Wisconsin,24,"Home",West Virginia,17,
08/30/03,Wyoming,21,"Away",Montana State,10,
08/31/03,Louisville,40,"Home",Kentucky,24,
08/31/03,Texas,66,"Away",New Mexico State,7,
08/31/03,Virginia Tech,49,"Away",Central Florida,28,
09/01/03,Cincinnati,40,"Away",East Carolina,3,
09/01/03,Texas Christian,38,"Home",Tulane,35,
09/04/03,Southern Mississippi,17,"Home",Alabama-Birmingham,12,
09/04/03,Western Illinois,34,"Home",Eastern Michigan,12,
09/05/03,Fresno State,16,"Away",Oregon State,14,
09/06/03,Air Force,22,"Home",Northwestern,21,
09/06/03,Arizona State,34,"Away",Northern Arizona,14,
09/06/03,Arkansas,45,"Away",Tulsa,13,
09/06/03,Arkansas State,63,"Away",Tennessee-Martin,6,
09/06/03,Boise State,62,"Away",Idaho State,0,
09/06/03,Boston College,27,"Home",Penn State,14,
09/06/03,Bowling Green State,27,"Home",Purdue,26,
09/06/03,Cal Poly,34,"Home",Texas-El Paso,13,
09/06/03,Central Michigan,40,"Away",New Hampshire,33,
09/06/03,Clemson,28,"Away",Furman,17,
09/06/03,Colorado,16,"Away",UCLA,14,
09/06/03,Colorado State,23,"Home",California,21,
09/06/03,Connecticut,48,"Home",Army,21,
09/06/03,Duke,29,"Away",Western Carolina,3,
09/06/03,Eastern Washington,8,"Home",Idaho,5,
09/06/03,Florida State,35,"Away",Maryland,10,
09/06/03,Georgia,29,"Away",Middle Tennessee State,10,
09/06/03,Georgia Tech,17,"Away",Auburn,3,
09/06/03,Illinois,49,"Away",Illinois State,22,
09/06/03,Iowa,56,"Away",Buffalo,7,
09/06/03,Iowa State,48,"Away",Ohio,20,
09/06/03,Kansas,46,"Away",Nevada-Las Vegas,24,
09/06/03,Kansas State,55,"Away",McNeese State,14,
09/06/03,Kentucky,37,"Away",Murray State,6,
09/06/03,Louisiana State,59,"Home",Arizona,13,
09/06/03,Louisiana Tech,34,"Home",Louisiana-Lafayette,3,
09/06/03,Memphis,44,"Away",Mississippi,34,
09/06/03,Miami Florida,33,
09/06/03,Michigan,50,"Away",Houston,3,
09/06/03,Michigan State,44,"Away",Rutgers,28,
09/06/03,Minnesota,48,"Away",Troy,7,
09/06/03,Missouri,35,"Home",Ball State,7,
09/06/03,Nebraska,31,"Away",Utah State,7,
09/06/03,New Mexico State,48,"Away",Western New Mexico,3,
09/06/03,North Texas,52,"Away",Baylor,14,
09/06/03,Northern Illinois,42,"Away",Tennessee Tech,17,
09/06/03,Notre Dame,29,"Away",Washington State,26,
09/06/03,Ohio State,16,"Away",San Diego State,13,
09/06/03,Oklahoma,20,"Home",Alabama,13,
09/06/03,Oklahoma State,48,"Away",Wyoming,24,
09/06/03,Oregon,31,"Away",Nevada,23,
09/06/03,Pittsburgh,43,"Away",Kent State,3,
09/06/03,South Carolina,31,"Away",Virginia,7,
09/06/03,South Florida,27,"Away",Nicholls State,17,
09/06/03,Southern California,35,"Away",Brigham Young,18,
09/06/03,Stanford,31,"Away",San Jose State,10,
09/06/03,Stephen F. Austin,23,"Home",Louisiana-Monroe,21,
09/06/03,Syracuse,49,"Home",North Carolina,47,
09/06/03,Tennessee,34,"Away",Marshall,24,
09/06/03,Texas A&M,28,"Away",Utah,26,
09/06/03,Texas Christian,17,"Away",Navy,3,
09/06/03,Texas Tech,42,"Away",New Mexico,28,
09/06/03,Toledo,49,"Away",Liberty,3,
09/06/03,Tulane,27,"Away",Northwestern State,24,
09/06/03,Vanderbilt,51,"Away",Chattanooga,6,
09/06/03,Villanova,23,"Home",Temple,20,
09/06/03,Virginia Tech,43,"Away",James Madison,0,
09/06/03,Wake Forest,38,"Away",North Carolina State,24,
09/06/03,Washington,38,"Away",Indiana,13,
09/06/03,West Virginia,48,"Home",East Carolina,7,
09/06/03,Western Michigan,56,"Away",William & Mary,24,
09/06/03,Wisconsin,48,"Away",Akron,31,
09/11/03,Utah,31,"Away",California,24,
09/12/03,Toledo,24,"Home",Marshall,17,
09/13/03,Air Force,34,"Away",North Texas,21,
09/13/03,Akron,24,"Away",Eastern Michigan,17,
09/13/03,Alabama,27,"Away",Kentucky,17,
09/13/03,Arizona State,26,"Away",Utah State,16,
09/13/03,Arkansas,38,"Home",Texas,28,
09/13/03,Arkansas State,21,"Away",Southeast Missouri State,3,
09/13/03,Auburn,45,"Home",Vanderbilt,7,
09/13/03,Baylor,10,"Away",Southern Methodist,7,
09/13/03,Boise State,24,"Home",Idaho,10,
09/13/03,Boston College,24,"Home",Connecticut,14,
09/13/03,Bowling Green State,62,"Away",Liberty,3,
09/13/03,Brigham Young,10,"Home",New Mexico,7,
09/13/03,Central Florida,33,"Away",Florida Atlantic,29,
09/13/03,Central Michigan,42,"Away",Eastern Kentucky,41,
09/13/03,Cincinnati,15,"Home",West Virginia,13,
09/13/03,Clemson,37,"Away",Middle Tennessee State,14,
09/13/03,Colgate,38,"Home",Buffalo,15,
09/13/03,Colorado State,31,"Away",Weber State,7,
09/13/03,Duke,27,"Away",Rice,24,
09/13/03,Florida,63,"Away",Florida A&M,3,
09/13/03,Florida State,14,"Away",Georgia Tech,13,
09/13/03,Georgia,31,"Away",South Carolina,7,
09/13/03,Houston,21,"Home",Louisiana-Lafayette,14,
